method,eval_id,gen,depth,learning_rate,l2_leaf_reg,random_strength,bagging_temperature,rmse_mean,rmse_std,r2_mean,r2_std,mae_mean,mae_std,total_fit_time
ga,130,6,8,0.13610487113404368,2.320047619795716,0.045424146267720955,0.544483123690318,1.2172135280360687,0.04668138897917585,0.4132203204040561,0.03495220300727342,0.8771058672930556,0.030725717619057177,6.70628023147583
ga,131,6,7,0.13610487113404368,2.7479058749707526,0.2969439962947737,0.9599752643405697,1.2249666364879306,0.0435540172893858,0.4050249138023621,0.043680832524801344,0.886311699184936,0.03179479064731918,5.858415842056274
ga,132,6,8,0.12327233670335769,1.6177121975011037,0.3225435580672036,0.34855428859927035,1.2220788658142738,0.043323113383182815,0.40818551839667505,0.038429393199097384,0.8831602397052457,0.029387855255412692,6.638580560684204
ga,133,7,9,0.15454647721959652,1.0052577585559028,0.0,0.44113827977070064,1.2181147853267253,0.04500016858318854,0.4122710300206112,0.035131464861692406,0.8769227585248363,0.03034175359889089,7.846734046936035
ga,134,7,8,0.11087093409328665,3.6996736864194237,0.06602429952317289,0.2369983410267263,1.220999543891305,0.044251750272716384,0.409277315769787,0.03808620696800432,0.8824422966414358,0.02880809542893425,6.897647380828857
ga,135,7,8,0.15454647721959652,2.883325746560374,0.045424146267720955,0.34855428859927035,1.2203206536902436,0.04187318961729173,0.4099304559354279,0.03679299908415724,0.8809489557183964,0.028321867850952115,6.864701271057129
ga,136,7,7,0.18418222054790925,1.9504362606336263,0.045424146267720955,0.41290992490097755,1.22654421375924,0.037426486326578724,0.40382598491583116,0.036009375652932975,0.8898523764492599,0.0264805258509544,5.883496046066284
ga,137,7,8,0.15454647721959652,2.320047619795716,0.166325438786108,0.34855428859927035,1.2174784929165012,0.04852053350387247,0.412781108643778,0.03880726000609231,0.8774657968599928,0.034572606861240605,6.667135953903198
ga,138,7,7,0.15454647721959652,3.154067577604971,0.39936919718665465,0.34855428859927035,1.2316256193064081,0.0366148530400337,0.39836905493382346,0.04369171663995764,0.8937696257644676,0.030475371369589936,5.878849506378174
ga,139,7,8,0.15454647721959652,2.7479058749707526,0.045424146267720955,0.544483123690318,1.2125800640732007,0.040227591328038256,0.4177759290098123,0.02884107111409635,0.8733291008379324,0.027399416058597602,6.677000045776367
ga,140,7,8,0.15454647721959652,1.452989822479385,0.166325438786108,0.3573473263495539,1.2152613410328426,0.047258990130314975,0.41512145245913956,0.03482268779457465,0.8749725260373854,0.03183695979246211,6.638455152511597
ga,141,7,8,0.14579476263624996,3.118914142913373,0.12597150766136478,0.2513222849399515,1.2198750536489122,0.04077968349031334,0.41042835112561116,0.03516850105330821,0.8810368802471725,0.026140797610069256,6.644265174865723
ga,142,7,8,0.1287647520191038,1.2860487624204155,0.3225435580672036,0.31123562060835724,1.225648051926228,0.03979700990631719,0.40438851724536706,0.04173401113335502,0.8873428568990642,0.030854301994850248,6.627547025680542
ga,143,7,8,0.17079786389705578,1.6177121975011037,0.045424146267720955,0.2513222849399515,1.2209273547183261,0.044038799482584684,0.40957625106273554,0.034446509649223,0.8793966330519435,0.030204291562660416,6.710982322692871
ga,144,7,8,0.1554693962420247,1.4179644849928956,0.045424146267720955,0.38141075003809266,1.2147171419448992,0.045686870530921485,0.41571292691356404,0.03277508317790006,0.8747035361787923,0.030370825780542655,6.646353721618652
ga,145,8,7,0.15454647721959652,2.7445477025907006,0.0,0.47380349632572966,1.2263983456579406,0.03889329051325136,0.40370824465110894,0.04081130132859488,0.8890213927191736,0.03041322894817121,5.840392589569092
ga,146,8,8,0.1601050808734334,2.0160417823375156,0.045424146267720955,0.22081755906412967,1.2160521497616747,0.045205815097087036,0.41432501618767825,0.034095624837921557,0.8757030539276489,0.02981607296371082,6.639898061752319
ga,147,8,8,0.15454647721959652,2.320047619795716,0.0,0.6107061762740731,1.217312794613471,0.0439858061050215,0.41304452103977995,0.03456620114017311,0.8783947700401831,0.02968458003922403,6.670785427093506
ga,148,8,8,0.15454647721959652,2.7479058749707526,0.166325438786108,0.2513222849399515,1.2151195448624277,0.0425228006052695,0.41518977190014195,0.0330769871364072,0.8761554671610099,0.028863216950642045,6.625449180603027
ga,149,8,8,0.15454647721959652,2.117592135655973,0.0,0.2523600277070563,1.216837578687004,0.045233510724537296,0.4135425590665072,0.034703550827270536,0.876871209185531,0.030306331058449574,6.658907651901245
ga,150,8,9,0.15454647721959652,1.0,0.045424146267720955,0.2256108190497096,1.2227399073819796,0.04039226203765247,0.4076126133443454,0.035892565838006034,0.8838789204644248,0.026184815087766156,9.08022928237915
ga,151,8,8,0.15454647721959652,2.320047619795716,0.045424146267720955,0.2513222849399515,1.2145501671902577,0.049613299230843115,0.4157195073377843,0.037758674916952,0.8728088715565072,0.035881156839334044,6.995847940444946
ga,152,8,9,0.12518293436490321,2.320047619795716,0.0,0.34855428859927035,1.217735962789094,0.04250546463997104,0.41259140512880776,0.034596250899844784,0.879548083542884,0.028372691919727827,7.898847341537476
ga,153,8,8,0.15454647721959652,2.684151720197062,0.045424146267720955,0.34855428859927035,1.217431699133506,0.04553498785835103,0.41297808668419816,0.034797853169417296,0.8777574655212655,0.031285183654764646,6.64977502822876
ga,154,8,8,0.15454647721959652,1.0052577585559028,0.0,0.34855428859927035,1.218120810113834,0.041351777630382204,0.4121455523759555,0.03503291797850905,0.8799830279966709,0.02766982835145467,6.658442974090576
ga,155,9,8,0.1481971304304992,2.7479058749707526,0.0,0.2523600277070563,1.2131762493915235,0.04830211552462632,0.417051552640741,0.03679477022858842,0.8729779923116154,0.03457978896287708,6.680416822433472
ga,156,9,8,0.18141082027632713,4.929809771327301,0.045424146267720955,0.34855428859927035,1.2235722160480251,0.03819256291836947,0.406826125583773,0.034284844104752875,0.8839165363653286,0.02683226858252658,6.75680136680603
ga,157,9,8,0.15454647721959652,2.1709592985830493,0.166325438786108,0.5597666207690963,1.221076077025454,0.04160062518629056,0.40956130553666137,0.03057281740338516,0.8816699126387387,0.02623068017728224,6.774303913116455
ga,158,9,8,0.15454647721959652,2.221392421113444,0.009465778581077083,0.5846882077948076,1.2177351063682367,0.04373739203173926,0.4126118974845088,0.03482387803695282,0.8788679488158909,0.02800538660809037,6.644584894180298
ga,159,9,8,0.15454647721959652,2.0160417823375156,0.045424146267720955,0.544483123690318,1.21756924060828,0.04496998732632589,0.4128147505167252,0.034931884448797176,0.8758989639323133,0.031059474366147144,6.635775804519653
ga,160,9,9,0.15454647721959652,4.4034415745517785,0.0,0.5460857946755587,1.2233237065893086,0.04318154372511477,0.40700090393515403,0.03807698829145305,0.8834759311007779,0.029897682042806694,7.773258924484253
ga,161,9,8,0.1840553525243159,4.413716465441617,0.045424146267720955,0.3118200027840759,1.2195136741110473,0.03775069292368505,0.41091596433069955,0.031024120761086276,0.879254837138452,0.024769004539659245,6.646438121795654
ga,162,9,8,0.15454647721959652,1.4179644849928956,0.166325438786108,0.544483123690318,1.22002114924809,0.04191755674143926,0.4105428147319241,0.031438948703748575,0.879923755041545,0.027298815270873338,6.609404802322388
